_id,ltable_id,rtable_id,ltable_title,ltable_year,ltable_mpaa,ltable_runtime,ltable_genres,ltable_director,ltable_stars,ltable_gross,rtable_title,rtable_year,rtable_mpaa,rtable_runtime,rtable_genres,rtable_director,rtable_stars,rtable_gross,gold
1698498,2844,4826,The Pursuit of Happyness,2006,PG-13,117 min,"Biography, Drama",Gabriele Muccino,"Will Smith,Thandie Newton,Jaden Smith,Brian Howe",$163.57M,Color of the Cross,2006,PG-13,-1,-1,-1,-1,-1,0
1700495,419,4828,Kingsman: The Secret Service,2014,R,129 min,"Action, Adventure, Comedy",Matthew Vaughn,"Colin Firth,Taron Egerton,Samuel L. Jackson,Michael Caine",$128.26M,The Color of Time,2014,R,73 minutes,Drama,Edna Luise Biesold,"Zach Braff,Bruce Campbell,Jessica Chastain,James Franco,Henry Hopper,Mila Kunis",-1,0
1700886,1509,4828,What We Do in the Shadows,2014,R,86 min,"Comedy, Horror",Jemaine Clement,"Taika Waititi,Jemaine Clement,Taika Waititi,Cori Gonzalez-Macuer,Jonny Brugh",$3.33M,The Color of Time,2014,R,73 minutes,Drama,Edna Luise Biesold,"Zach Braff,Bruce Campbell,Jessica Chastain,James Franco,Henry Hopper,Mila Kunis",-1,0
1713787,2498,4875,Mystery Science Theater 3000: The Movie,1996,PG-13,73 min,"Comedy, Horror, Sci-Fi",Jim Mallon,"Trace Beaulieu,Michael J. Nelson,Jim Mallon,Kevin Murphy",$1.01M,The Portrait of a Lady,1996,PG-13,-1,Drama,Jane Campion,Nicole Kidman,-1,0
1770424,2703,5046,The Drop,2014,R,106 min,"Crime, Drama",Michaël R. Roskam,"Tom Hardy,Noomi Rapace,James Gandolfini,Matthias Schoenaerts",$10.72M,The Double,2014,R,93 minutes,Comedy,Richard Ayoade,"Jesse Eisenberg,Mia Wasikowska","$2,266,181",0
1771337,1074,5058,The Master,2012,R,138 min,Drama,Paul Thomas Anderson,"Philip Seymour Hoffman,Joaquin Phoenix,Amy Adams,Jesse Plemons",$16.38M,The Collection,2012,R,82 minutes,Horror,Marcus Dunstan,Randall Archer,"$8,890,094",0
1810238,1017,5189,The Hunger Games,2012,PG-13,142 min,"Adventure, Sci-Fi, Thriller",Gary Ross,"Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth,Stanley Tucci",$408.01M,The Cold Light of Day,2012,PG-13,93 minutes,Thriller/Suspense,Mabrouk El Mechri,"Henry Cavill,Bruce Willis,Sigourney Weaver","$25,361,206",0
1816357,2379,5197,The Help,2011,PG-13,146 min,Drama,Tate Taylor,"Emma Stone,Viola Davis,Octavia Spencer,Bryce Dallas Howard",$169.71M,A Bird of the Air,2011,PG-13,98 minutes,Romantic Comedy,Margaret Whitton,"Rachel Nichols,Jackson Hurst",-1,0
1826976,677,5238,Walk the Line,2005,PG-13,136 min,"Biography, Drama, Music",James Mangold,"Joaquin Phoenix,Reese Witherspoon,Ginnifer Goodwin,Robert Patrick",$119.52M,The Lords of Dogtown,2005,PG-13,-1,Action,Catherine Hardwicke,-1,"$13,424,365",0
1854974,899,5292,The Raid 2,2014,R,150 min,"Action, Crime, Thriller",Gareth Evans,"Iko Uwais,Yayan Ruhian,Arifin Putra,Oka Antara",$2.63M,Cold Comes the Night,2014,R,90 minutes,Thriller/Suspense,Tze Chun,"Alice Eve,Bryan Cranston","$32,303",0
1883219,3489,5354,The Girl Who Kicked the Hornet's Nest,2009,R,147 min,"Crime, Drama, Thriller",Daniel Alfredson,"Michael Nyqvist,Noomi Rapace,Lena Endre,Annika Hallin",$5.19M,The Answer Man,2009,R,-1,Romantic Comedy,John Hindman,"Jeff Daniels,Lauren Graham","$49,175",0
1904198,1484,5421,The Tree of Life,2011,PG-13,139 min,"Drama, Fantasy",Terrence Malick,"Brad Pitt,Sean Penn,Jessica Chastain,Hunter McCracken",$13.30M,POM Wonderful Presents: The Greatest Movie Ever Sold,2011,PG-13,90 minutes,Documentary,Morgan Spurlock,-1,"$783,733",0
1941010,2500,5542,The World's Fastest Indian,2005,PG-13,127 min,"Biography, Drama, Sport",Roger Donaldson,"Anthony Hopkins,Diane Ladd,Iain Rea,Tessa Mitchell",$5.13M,Bigger Than the Sky,2005,PG-13,-1,Comedy,-1,-1,-1,0
1944647,1444,5549,Lars and the Real Girl,2007,PG-13,106 min,"Comedy, Drama, Romance",Craig Gillespie,"Ryan Gosling,Emily Mortimer,Paul Schneider,R.D. Reid",$5.97M,The Messengers,2007,PG-13,90 minutes,Horror,Danny Pang,Kristen Stewart,"$53,774,833",0
1945205,594,5550,The White Ribbon,2009,R,144 min,"Drama, History, Mystery",Michael Haneke,"Christian Friedel,Ernst Jacobi,Leonie Benesch,Ulrich Tukur",$2.22M,Messengers 2: The Scarecrow,2009,R,-1,-1,-1,-1,-1,0
1949365,3159,5553,The Ninth Gate,1999,R,133 min,"Mystery, Thriller",Roman Polanski,"Johnny Depp,Frank Langella,Lena Olin,Emmanuelle Seigner",$18.66M,The Messenger: The Story of Joan of Arc,1999,R,-1,Drama,Luc Besson,-1,-1,0
1950822,3489,5556,The Girl Who Kicked the Hornet's Nest,2009,R,147 min,"Crime, Drama, Thriller",Daniel Alfredson,"Michael Nyqvist,Noomi Rapace,Lena Endre,Annika Hallin",$5.19M,The Messenger,2009,R,113 minutes,Drama,Oren Moverman,Ben Foster,"$1,744,952",0
1964416,1152,5597,Ichi the Killer,2001,R,129 min,"Action, Comedy, Crime",Takashi Miike,"Tadanobu Asano,Nao Ohmori,Shin'ya Tsukamoto,Paulyn Sun",$0.02M,The Anniversary Party,2001,R,-1,Drama,-1,-1,"$4,898,065",0
1965141,492,5598,The Sweet Hereafter,1997,R,112 min,Drama,Atom Egoyan,"Ian Holm,Sarah Polley,Caerthan Banks,Tom McCamus",$3.25M,The House of Yes,1997,R,-1,Comedy,-1,-1,-1,0
1974519,985,5613,The Intouchables,2011,R,112 min,"Biography, Comedy, Drama",Olivier Nakache,"Éric Toledano,François Cluzet,Omar Sy,Anne Le Ny,Audrey Fleurot",$13.18M,Don't Be Afraid of the Dark,2011,R,100 minutes,Horror,Troy Nixey,Bailee Madison,"$39,126,427",0
1974664,1397,5613,The Descendants,2011,R,115 min,"Comedy, Drama",Alexander Payne,"George Clooney,Shailene Woodley,Amara Miller,Nick Krause",$82.58M,Don't Be Afraid of the Dark,2011,R,100 minutes,Horror,Troy Nixey,Bailee Madison,"$39,126,427",0
1998246,594,5681,The White Ribbon,2009,R,144 min,"Drama, History, Mystery",Michael Haneke,"Christian Friedel,Ernst Jacobi,Leonie Benesch,Ulrich Tukur",$2.22M,The Poker Club,2009,R,-1,-1,-1,-1,-1,0
2003858,2564,5686,The New World,2005,PG-13,135 min,"Biography, Drama, History",Terrence Malick,"Colin Farrell,Q'orianka Kilcher,Christopher Plummer,Christian Bale",$12.71M,The Longest Yard,2005,PG-13,113 minutes,Comedy,Peter Segal,"Adam Sandler,Chris Rock,Burt Reynolds,Nelly","$191,558,505",0
2003970,677,5686,Walk the Line,2005,PG-13,136 min,"Biography, Drama, Music",James Mangold,"Joaquin Phoenix,Reese Witherspoon,Ginnifer Goodwin,Robert Patrick",$119.52M,The Longest Yard,2005,PG-13,113 minutes,Comedy,Peter Segal,"Adam Sandler,Chris Rock,Burt Reynolds,Nelly","$191,558,505",0
2049540,455,5804,Back to the Future Part III,1990,PG,118 min,"Adventure, Comedy, Sci-Fi",Robert Zemeckis,"Michael J. Fox,Christopher Lloyd,Mary Steenburgen,Thomas F. Wilson",$87.73M,The Long Walk Home,1990,PG,-1,Drama,-1,Whoopi Goldberg,-1,0
2070424,3480,5840,House of Sand and Fog,2003,R,126 min,Drama,Vadim Perelman,"Jennifer Connelly,Ben Kingsley,Ron Eldard,Frances Fisher",$13.01M,"House of 1,000 Corpses",2003,R,-1,Horror,Rob Zombie,Karen Black,"$17,005,466",0
2081546,3782,5895,The Gift,2015,R,108 min,"Drama, Mystery, Thriller",Joel Edgerton,"Jason Bateman,Rebecca Hall,Joel Edgerton,Allison Tolman",$43.77M,The Big Short,2015,R,130 minutes,Drama,Adam McKay,"Christian Bale,Steve Carell,Ryan Gosling,Brad Pitt","$133,162,752",0
2104380,621,5948,Full Metal Jacket,1987,R,116 min,"Drama, War",Stanley Kubrick,"Matthew Modine,R. Lee Ermey,Vincent D'Onofrio,Adam Baldwin",$46.36M,Full Metal Jacket,1987,R,-1,Drama,Stanley Kubrick,-1,-1,1
2105459,4007,5951,The Wings of the Dove,1997,R,102 min,"Drama, Romance",Iain Softley,"Helena Bonham Carter,Linus Roache,Alex Jennings,Charlotte Rampling",$13.72M,The Full Monty,1997,R,-1,Comedy,Peter Cattaneo,"Robert Carlyle,Tom Wilkinson,Mark Addy","$257,938,649",0
2107902,2328,5960,The Long Riders,1980,R,100 min,Western,Walter Hill,"David Carradine,Stacy Keach,Dennis Quaid,Keith Carradine",$23.00M,The Big Red One,1980,R,-1,-1,-1,Mark Hamill,-1,0
2112796,209,5965,The Prestige,2006,PG-13,130 min,"Drama, Mystery, Sci-Fi",Christopher Nolan,"Christian Bale,Hugh Jackman,Scarlett Johansson,Michael Caine",$53.09M,The Big Question,2006,PG-13,-1,Documentary,-1,-1,-1,0
2180971,683,6193,The Celebration,1998,R,105 min,Drama,Thomas Vinterberg,"Ulrich Thomsen,Henning Moritzen,Thomas Bo Larsen,Paprika Steen",$1.65M,The Big Hit,1998,R,91 minutes,Action,Che-Kirk Wong,"Mark Wahlberg,Lou Diamond Phillips,Bokeem Woodbine,Antonio Sabato Jr.",-1,0
2181366,1280,6193,The Thin Red Line,1998,R,170 min,"Drama, War",Terrence Malick,"Jim Caviezel,Sean Penn,Nick Nolte,Elias Koteas",$36.40M,The Big Hit,1998,R,91 minutes,Action,Che-Kirk Wong,"Mark Wahlberg,Lou Diamond Phillips,Bokeem Woodbine,Antonio Sabato Jr.",-1,0
2239924,4115,6354,Meet the Fockers,2004,PG-13,115 min,"Comedy, Romance",Jay Roach,"Ben Stiller,Robert De Niro,Blythe Danner,Teri Polo",$279.26M,The Big Bounce,2004,PG-13,-1,Comedy,-1,-1,"$6,626,115",0
2246362,1205,6381,Cowboy Bebop: The Movie,2001,R,115 min,"Animation, Action, Crime",Shinichirô Watanabe,"Tensai Okamura,Hiroyuki Okiura,Yoshiyuki Takei,Beau Billingslea,Melissa Fahn,Nicholas Guest,Kôichi Yamadera",$1.00M,The Pledge,2001,R,124 minutes,Drama,Sean Penn,Jack Nicholson,"$29,406,132",0
2288659,3646,6466,Songs from the Second Floor,2000,Not Rated,98 min,"Comedy, Drama",Roy Andersson,"Lars Nordh,Stefan Larsson,Bengt C.W. Carlsson,Torbjörn Fahlström",$0.00M,From the Edge of the City,2000,Not Rated,-1,-1,-1,-1,-1,0
2328620,1734,6576,The Darjeeling Limited,2007,R,91 min,"Adventure, Comedy, Drama",Wes Anderson,"Owen Wilson,Adrien Brody,Jason Schwartzman,Amara Karan",$11.90M,"Dog Problem, The",2007,R,-1,-1,Scott Caan,-1,-1,0
2328735,3883,6576,In the Valley of Elah,2007,R,121 min,"Crime, Drama, Mystery",Paul Haggis,"Tommy Lee Jones,Charlize Theron,Jonathan Tucker,Jason Patric",$6.78M,"Dog Problem, The",2007,R,-1,-1,Scott Caan,-1,-1,0
2338337,2956,6617,The Girl Next Door,2004,R,109 min,"Comedy, Drama, Romance",Luke Greenfield,"Emile Hirsch,Nicholas Downs,Elisha Cuthbert,Timothy Olyphant",$14.59M,The Clearing,2004,R,-1,Drama,-1,Robert Redford,"$7,863,875",0
2350548,1415,6671,Man on the Moon,1999,R,118 min,"Biography, Comedy, Drama",Milos Forman,"Jim Carrey,Danny DeVito,Gerry Becker,Greyson Erik Pendry",$34.58M,Play it to the Bone,1999,R,124 minutes,Comedy,Ron Shelton,-1,-1,0
2358685,713,6709,The Grand Budapest Hotel,2014,R,99 min,"Adventure, Comedy, Drama",Wes Anderson,"Ralph Fiennes,F. Murray Abraham,Mathieu Amalric,Adrien Brody",$59.10M,The Hornetâ€™s Nest,2014,R,97 minutes,Documentary,David Salzberg,-1,-1,0
2366041,1945,6733,The Impossible,2012,PG-13,114 min,"Drama, Thriller",J.A. Bayona,"Naomi Watts,Ewan McGregor,Tom Holland,Oaklee Pendergast",$19.02M,The Guilt Trip,2012,PG-13,95 minutes,Comedy,Anne Fletcher,"Barbra Streisand,Seth Rogen","$41,294,674",0
2381416,3181,6816,The A-Team,2010,PG-13,117 min,"Action, Adventure, Comedy",Joe Carnahan,"Liam Neeson,Bradley Cooper,Sharlto Copley,Jessica Biel",$77.22M,The Living Wake,2010,PG-13,-1,-1,-1,-1,-1,0
2401877,3524,6858,The Skeleton Twins,2014,R,93 min,"Comedy, Drama, Romance",Craig Johnson,"Kristen Wiig,Bill Hader,Luke Wilson,Ty Burrell",$5.28M,The Guest,2014,R,99 minutes,Thriller/Suspense,Adam Wingard,Dan Stevens,"$2,107,051",0
2408932,3947,6883,Sound of My Voice,2011,R,85 min,"Drama, Mystery, Sci-Fi",Zal Batmanglij,"Christopher Denham,Nicole Vicius,Brit Marling,Davenia McFadden",$0.41M,Clash of Empires,2011,R,-1,Action,-1,-1,-1,0
2466917,2914,7005,The Hobbit: The Battle of the Five Armies,2014,PG-13,144 min,"Adventure, Fantasy",Peter Jackson,"Ian McKellen,Martin Freeman,Richard Armitage,Cate Blanchett",$255.12M,Guardians of the Galaxy,2014,PG-13,121 minutes,Adventure,James Gunn,"Chris Pratt,Zoe Saldana,Dave Bautista,Vin Diesel,Bradley Cooper","$771,051,335",0
2482251,3992,7027,The Princess and the Warrior,2000,R,135 min,"Drama, Mystery, Romance",Tom Tykwer,"Franka Potente,Benno Fürmann,Joachim Król,Lars Rudolph",$0.87M,The Claim,2000,R,-1,Western,Michael Winterbottom,-1,"$1,375,635",0
2485057,2979,7036,The Savages,2007,R,113 min,"Comedy, Drama",Tamara Jenkins,"Laura Linney,Philip Seymour Hoffman,Philip Bosco,Peter Friedman",$6.61M,Beyond the Gates,2007,R,-1,Drama,Michael Caton-Jones,"John Hurt,Hugh Dancy",-1,0
2488462,1697,7039,Beasts of the Southern Wild,2012,PG-13,93 min,"Adventure, Drama, Fantasy",Benh Zeitlin,"Quvenzhané Wallis,Dwight Henry,Levy Easterly,Lowell Landes",$12.80M,Beyond the Furthest Star,2012,PG-13,-1,Drama,-1,-1,-1,0
2501106,3128,7065,Justice League: The New Frontier,2008,PG-13,75 min,"Animation, Action, Adventure",Dave Bullock,"David Boreanaz,Miguel Ferrer,Neil Patrick Harris,John Heard",-1,Meet the Spartans,2008,PG-13,84 minutes,Comedy,Aaron Seltzer,-1,"$84,646,831",0
2578940,3563,7250,The Chronicles of Riddick,2004,PG-13,119 min,"Action, Adventure, Sci-Fi",David Twohy,"Vin Diesel,Judi Dench,Colm Feore,Thandie Newton",$57.76M,Anacondas: The Hunt for the Blood Orchid,2004,PG-13,-1,Horror,Dwight H. Little,-1,"$70,326,393",0
2630367,2712,7416,Perfume: The Story of a Murderer,2006,R,147 min,"Crime, Drama, Fantasy",Tom Tykwer,"Ben Whishaw,Dustin Hoffman,Alan Rickman,Francesc Albiol",$2.22M,The Groomsmen,2006,R,-1,Comedy,Edward Burns,Edward Burns,-1,0
2634034,3929,7426,Metallica: Some Kind of Monster,2004,Not Rated,141 min,"Documentary, Music",Joe Berlinger,"Bruce Sinofsky,James Hetfield,Kirk Hammett,Lars Ulrich,Robert Trujillo",$1.22M,Freestyle: The Art of Rhyme,2004,Not Rated,-1,Documentary,-1,-1,-1,0
2645399,2568,7459,The Three Musketeers,1993,PG,105 min,"Action, Adventure, Comedy",Stephen Herek,"Charlie Sheen,Kiefer Sutherland,Chris O'Donnell,Oliver Platt",$53.90M,The Beverly Hillbillies,1993,PG,92 minutes,Comedy,Penelope Spheeris,-1,"$55,598,481",0
2647565,889,7468,Harry Potter and the Deathly Hallows: Part 1,2010,PG-13,146 min,"Adventure, Family, Fantasy",David Yates,"Daniel Radcliffe,Emma Watson,Rupert Grint,Bill Nighy",$295.98M,Between Kings and Queens,2010,PG-13,-1,Drama,-1,-1,-1,0
2664461,3101,7519,Get Him to the Greek,2010,R,109 min,"Adventure, Comedy, Music",Nicholas Stoller,"Jonah Hill,Russell Brand,Elisabeth Moss,Rose Byrne",$60.97M,Amphibious: Creature of the Deep,2010,R,-1,Horror,Brian Yuzna,-1,"$12,639",0
2736231,4064,7754,SP FX: Special Effects - The Empire Strikes Back,1980,-1,49 min,Documentary,Robert Guenette,"Mark Hamill,Bob Anderson,Jon Berg,Ben Burtt",-1,The Nude Bomb,1980,-1,-1,Comedy,-1,-1,-1,0
2752763,3160,7802,Little Man Tate,1991,PG,99 min,Drama,Jodie Foster,"Jodie Foster,Dianne Wiest,Adam Hann-Byrd,Alex Lee",$25.01M,Little Man Tate,1991,PG,-1,Drama,Jodie Foster,Jodie Foster,-1,1
2768800,4018,7845,Disturbia,2007,PG-13,105 min,"Drama, Mystery, Thriller",D.J. Caruso,"Shia LaBeouf,David Morse,Carrie-Anne Moss,Sarah Roemer",$80.21M,Disturbia,2007,PG-13,97 minutes,Thriller/Suspense,D.J. Caruso,Shia LaBeouf,"$118,537,627",1
2771269,1788,7850,The Adventures of Buckaroo Banzai Across the 8th Dimension,1984,PG,103 min,"Adventure, Comedy, Romance",W.D. Richter,"Peter Weller,John Lithgow,Ellen Barkin,Jeff Goldblum",$6.25M,"Greystoke: The Legend of Tarzan, Lord of the Apes",1984,PG,-1,Adventure,Hugh Hudson,-1,-1,0
2781115,1120,7875,Dead Again,1991,R,107 min,"Crime, Drama, Mystery",Kenneth Branagh,"Kenneth Branagh,Emma Thompson,Andy Garcia,Derek Jacobi",$38.02M,Freddyâ€™s Dead: The Final Nightmare,1991,R,89 minutes,Horror,Rachel Talalay,Robert Englund,-1,0
2831937,168,8038,In the Name of the Father,1993,R,133 min,"Biography, Drama",Jim Sheridan,"Daniel Day-Lewis,Pete Postlethwaite,Alison Crosbie,Philip King",$25.01M,Best of the Best 2,1993,R,-1,Action,-1,-1,-1,0
2891202,82,8220,Star Wars: The Force Awakens,2015,PG-13,136 min,"Action, Adventure, Fantasy",J.J. Abrams,"Daisy Ridley,John Boyega,Oscar Isaac,Domhnall Gleeson",$936.66M,Maze Runner: The Scorch Trials,2015,PG-13,131 minutes,Thriller/Suspense,Wes Ball,"Dylan Oâ€™Brien,Kaya Scodelario,Thomas Brodie-Sangster,Ki Hong Lee","$310,697,192",0
2920085,42,8309,The Odd Couple,1968,G,105 min,Comedy,Gene Saks,"Jack Lemmon,Walter Matthau,John Fiedler,Herb Edelman",$44.53M,The Green Berets,1968,G,142 minutes,Action,-1,-1,-1,0
2933566,1583,8343,The Aviator,2004,PG-13,170 min,"Biography, Drama, History",Martin Scorsese,"Leonardo DiCaprio,Cate Blanchett,Kate Beckinsale,John C. Reilly",$102.61M,The Chronicles of Riddick,2004,PG-13,-1,Adventure,David Twohy,-1,"$107,212,751",0
2959421,541,8402,The Fog of War: Eleven Lessons from the Life of Robert S. McNamara,2003,PG-13,107 min,"Documentary, Biography, History",Errol Morris,"Robert McNamara,John F. Kennedy,Fidel Castro,Richard Nixon",$4.19M,Pieces of April,2003,PG-13,-1,Comedy,-1,-1,"$3,571,253",0
2975651,2450,8455,Wag the Dog,1997,R,97 min,"Comedy, Drama",Barry Levinson,"Dustin Hoffman,Robert De Niro,Anne Heche,Woody Harrelson",$43.02M,The Disappearance of Garcia Lorca,1997,R,-1,Thriller/Suspense,-1,-1,-1,0
2997023,705,8504,The Incredibles,2004,PG,115 min,"Animation, Action, Adventure",Brad Bird,"Craig T. Nelson,Samuel L. Jackson,Holly Hunter,Jason Lee",$261.44M,Christmas with the Kranks,2004,PG,98 minutes,Comedy,Joe Roth,Tim Allen,"$96,469,187",0
3063614,747,8664,The Imitation Game,2014,PG-13,114 min,"Biography, Drama, History",Morten Tyldum,"Benedict Cumberbatch,Keira Knightley,Matthew Goode,Allen Leech",$91.13M,The Great Invisible,2014,PG-13,92 minutes,Documentary,Margaret Brown,-1,-1,0
3067151,106,8685,A Christmas Story,1983,PG,94 min,"Comedy, Family",Bob Clark,"Peter Billingsley,Melinda Dillon,Darren McGavin,Scott Schwartz",$19.29M,A Christmas Story,1983,PG,94 minutes,Comedy,-1,-1,-1,1
3079507,2865,8744,Jackass: The Movie,2002,R,87 min,"Documentary, Action, Comedy",Jeff Tremaine,"Johnny Knoxville,Bam Margera,Chris Pontius,Steve-O",$64.26M,The Pianist,2002,R,-1,Drama,Roman Polanski,-1,"$111,854,182",0
3100257,3912,8778,American Pie 2,2001,R,108 min,Comedy,J.B. Rogers,"Jason Biggs,Seann William Scott,Shannon Elizabeth,Alyson Hannigan",$145.10M,American Pie 2,2001,R,110 minutes,Comedy,-1,Alyson Hannigan,"$286,500,000",1
3130989,1726,8846,Harry Potter and the Half-Blood Prince,2009,PG,153 min,"Adventure, Family, Fantasy",David Yates,"Daniel Radcliffe,Emma Watson,Rupert Grint,Michael Gambon",$301.96M,The Great Buck Howard,2009,PG,87 minutes,Drama,Sean McGinly,"John Malkovich,Colin Hanks,Emily Blunt,Ricky Jay,Griffin Dunne,Steve Zahn,Tom Hanks","$900,587",0
3169547,1509,8960,What We Do in the Shadows,2014,R,86 min,"Comedy, Horror",Jemaine Clement,"Taika Waititi,Jemaine Clement,Taika Waititi,Cori Gonzalez-Macuer,Jonny Brugh",$3.33M,An American in Hollywood,2014,R,89 minutes,Drama,Sai Varadan,"J.D. Williams,Hassan Johnson,Azur De,Anil Raman,Richard Carroll, Jr.,Samantha Esteban",-1,0
3189846,1517,9022,The Girl with the Dragon Tattoo,2009,R,152 min,"Drama, Mystery, Thriller",Niels Arden Oplev,"Michael Nyqvist,Noomi Rapace,Ewa Fröling,Lena Endre",$10.10M,The Gray Man,2009,R,-1,-1,-1,-1,-1,0
3200798,4182,9043,The Tale of the Princess Kaguya,2013,PG,137 min,"Animation, Adventure, Drama",Isao Takahata,"Chloë Grace Moretz,James Caan,Mary Steenburgen,James Marsden",$1.51M,The Christmas Candle,2013,PG,100 minutes,Adventure,John Stephenson,-1,"$1,933,829",0
3218660,853,9088,The Raid: Redemption,2011,R,101 min,"Action, Crime, Thriller",Gareth Evans,"Iko Uwais,Ananda George,Ray Sahetapy,Donny Alamsyah",$4.11M,Bending All the Rules,2011,R,93 minutes,Drama,-1,-1,-1,0
3223402,3731,9096,The End of the Affair,1999,R,102 min,"Drama, Romance",Neil Jordan,"Ralph Fiennes,Julianne Moore,Stephen Rea,Heather-Jay Jones",$10.66M,The Matrix,1999,R,136 minutes,Action,Andy Wachowski,"Keanu Reeves,Laurence Fishburne,Carrie Anne Moss,Joe Pantoliano","$463,517,383",0
3241718,1652,9160,The Lookout,2007,R,99 min,"Crime, Drama, Thriller",Scott Frank,"Joseph Gordon-Levitt,Jeff Daniels,Matthew Goode,Isla Fisher",$4.60M,The Hoax,2007,R,116 minutes,Drama,Lasse HallstrÃ¶m,Richard Gere,-1,0
3241722,1657,9160,Before the Devil Knows You're Dead,2007,R,117 min,"Crime, Drama, Thriller",Sidney Lumet,"Philip Seymour Hoffman,Ethan Hawke,Albert Finney,Marisa Tomei",$7.08M,The Hoax,2007,R,116 minutes,Drama,Lasse HallstrÃ¶m,Richard Gere,-1,0
3241760,1723,9160,Sweeney Todd: The Demon Barber of Fleet Street,2007,R,116 min,"Drama, Horror, Musical",Tim Burton,"Johnny Depp,Helena Bonham Carter,Alan Rickman,Timothy Spall",$52.90M,The Hoax,2007,R,116 minutes,Drama,Lasse HallstrÃ¶m,Richard Gere,-1,0
3264821,2392,9204,The Transporter,2002,PG-13,92 min,"Action, Crime, Thriller",Louis Leterrier,"Corey Yuen,Jason Statham,Qi Shu,Matt Schulze,François Berléand",$25.30M,The Four Feathers,2002,PG-13,-1,Drama,Shekhar Kapur,-1,"$29,882,645",0
3265030,2694,9204,The Ring,2002,PG-13,115 min,"Horror, Mystery",Gore Verbinski,"Naomi Watts,Martin Henderson,Brian Cox,David Dorfman",$129.13M,The Four Feathers,2002,PG-13,-1,Drama,Shekhar Kapur,-1,"$29,882,645",0
3280243,3072,9245,Kiss the Girls,1997,R,115 min,"Crime, Drama, Mystery",Gary Fleder,"Morgan Freeman,Ashley Judd,Cary Elwes,Alex McArthur",$60.53M,The MatchMaker,1997,R,97 minutes,Romantic Comedy,-1,-1,-1,0
3288962,2442,9257,The Terminal,2004,PG-13,128 min,"Comedy, Drama, Romance",Steven Spielberg,"Tom Hanks,Catherine Zeta-Jones,Chi McBride,Stanley Tucci",$77.87M,The Phantom of the Opera,2004,PG-13,143 minutes,Musical,Joel Schumacher,"Gerard Butler,Emmy Rossum","$153,878,531",0
3334946,1957,9383,The Freshman,1925,Not Rated,76 min,"Comedy, Family, Sport",Fred C. Newmeyer,"Sam Taylor,Harold Lloyd,Jobyna Ralston,Brooks Benedict,James H. Anderson",$0.00M,The Phantom of the Opera,1925,Not Rated,78 minutes,Horror,Rupert Julian,-1,-1,0
3343908,1088,9420,American Pie,1999,R,95 min,Comedy,Paul Weitz,"Chris Weitz,Jason Biggs,Chris Klein,Thomas Ian Nicholas,Alyson Hannigan",$102.56M,American Beauty,1999,R,121 minutes,Drama,Sam Mendes,-1,"$356,258,047",0
3356591,321,9459,Guardians of the Galaxy,2014,PG-13,121 min,"Action, Adventure, Sci-Fi",James Gunn,"Chris Pratt,Vin Diesel,Bradley Cooper,Zoe Saldana",$333.18M,The Grand Seduction,2014,PG-13,115 minutes,Comedy,Don McKellar,"Brendan Gleeson,Taylor Kitsch","$3,669,858",0
3377902,104,9535,The Guns of Navarone,1961,-1,158 min,"Action, Adventure, Drama",J. Lee Thompson,"David Niven,Gregory Peck,Anthony Quinn,Anthony Quayle",$28.90M,Master of the World,1961,-1,99 minutes,Adventure,-1,-1,-1,0
3420400,1205,9643,Cowboy Bebop: The Movie,2001,R,115 min,"Animation, Action, Crime",Shinichirô Watanabe,"Tensai Okamura,Hiroyuki Okiura,Yoshiyuki Takei,Beau Billingslea,Melissa Fahn,Nicholas Guest,Kôichi Yamadera",$1.00M,The Forsaken,2001,R,-1,Horror,-1,-1,-1,0
3460325,338,9806,The Graduate,1967,PG,106 min,"Comedy, Drama",Mike Nichols,"Dustin Hoffman,Anne Bancroft,Katharine Ross,William Daniels",$104.95M,The Graduate,1967,PG,105 minutes,Comedy,Mike Nichols,Dustin Hoffman,"$104,433,943",1
3538895,4288,9977,The End of the Tour,2015,R,106 min,"Biography, Drama",James Ponsoldt,"Jason Segel,Jesse Eisenberg,Anna Chlumsky,Mamie Gummer",$2.99M,The Diary of a Teenage Girl,2015,R,101 minutes,Drama,Marielle Heller,"Bel Powley,Alexander SkarsgÃ¥rd,Kristen Wiig","$2,279,959",0
3573228,3071,10074,The Kid Stays in the Picture,2002,R,93 min,"Documentary, Biography",Nanette Burstein,"Brett Morgen,Robert Evans,Eddie Albert,Peter Bart,Charlie Bluhdorn",$1.43M,The Believer,2002,R,-1,Drama,-1,-1,"$1,840,248",0
3581454,799,10111,The Fifth Element,1997,PG-13,126 min,"Action, Adventure, Sci-Fi",Luc Besson,"Bruce Willis,Milla Jovovich,Gary Oldman,Ian Holm",$63.54M,The Pest,1997,PG-13,-1,Comedy,-1,-1,-1,0
3619911,467,10224,The Game,1997,R,129 min,"Drama, Mystery, Thriller",David Fincher,"Michael Douglas,Deborah Kara Unger,Sean Penn,James Rebhorn",$48.32M,Children of the Revolution,1997,R,-1,Comedy,-1,-1,-1,0
3677354,2518,10373,The Reader,2008,R,124 min,"Drama, Romance",Stephen Daldry,"Kate Winslet,Ralph Fiennes,Bruno Ganz,Jeanette Hain",$34.19M,Highlander: The Source,2008,R,-1,Action,-1,Adrian Paul,-1,0
